IDX,Applicant_ID,Total_Experience,Total_Experience_in_field_applied,Department,Role,Industry,Organization,Designation,Education,Graduation_Specialization,University_Grad,Passing_Year_Of_Graduation,PG_Specialization,University_PG,Passing_Year_Of_PG,PHD_Specialization,University_PHD,Passing_Year_Of_PHD,Curent_Location,Preferred_location,Current_CTC,Inhand_Offer,Last_Appraisal_Rating,No_Of_Companies_worked,Number_of_Publications,Certifications,International_degree_any,Expected_CTC
24163,19874,2,0,Marketing,Bio statistician,BFSI,A,CA,Doctorate,Engineering,Mangalore,2018,Engineering,Mangalore,2018,,,,Lucknow,Bhubaneswar,752719,N,B,2,1,0,0,993589
24164,13857,11,10,Top Management,Consultant,Insurance,L,Web Designer,PG,Engineering,Lucknow,2001,Others,Lucknow,2003,Mathematics,Delhi,2009,Bhubaneswar,Mumbai,2233323,N,C,6,6,1,0,2671054
24165,46178,9,3,Sales,Bio statistician,IT,F,Consultant,Under Grad,,,,,,,,,,Mumbai,Ahmedabad,2044490,Y,D,3,8,0,0,2445210
24166,50701,25,20,Marketing,Sales Manager,Retail,C,Assistant Manager,Under Grad,,,,,,,,,,Bhubaneswar,Lucknow,2490135,Y,B,2,1,2,0,3237175
24167,35470,2,2,Healthcare,Lab Executuve,BFSI,C,Consultant,Grad,Chemistry,Ahmedabad,2011,Chemistry,Ahmedabad,2013,Chemistry,Jaipur,2018,Delhi,Jaipur,448905,Y,B,1,3,0,0,574598
24168,33901,11,2,Engineering,Head,BFSI,H,Data Analyst,Grad,Statistics,Pune,2000,Statistics,Pune,2002,Statistics,Pune,2009,Delhi,Pune,1879789,Y,Key_Performer,2,3,0,1,2406129
24169,10130,16,16,Top Management,Head,Insurance,C,Data Analyst,Doctorate,Economics,Mumbai,1996,Economics,Mumbai,1998,Economics,Surat,2004,Guwahati,Kanpur,2497450,Y,Key_Performer,5,3,0,1,3496430
24170,51977,17,5,IT-Software,Others,IT,B,Product Manager,PG,Economics,Bhubaneswar,1994,Economics,Bhubaneswar,1996,Economics,Jaipur,2003,Jaipur,Kanpur,3302999,N,B,3,3,0,0,4293898
24171,39126,2,2,Banking,Associate,BFSI,N,Sr.Manager,Under Grad,,,,,,,,,,Bhubaneswar,Pune,485511,N,D,2,5,3,0,558337
24172,37617,23,11,Accounts,Analyst,Analytics,I,Director,Grad,Engineering,Ahmedabad,1990,Engineering,Ahmedabad,1992,Engineering,Nagpur,1997,Guwahati,Ahmedabad,1428597,N,D,4,6,0,0,1642886
24173,15130,12,11,,Sales Execituve,Retail,B,Others,Doctorate,Sociology,Mangalore,1999,Others,Mangalore,2001,Zoology,Pune,2008,Mangalore,Jaipur,2098652,N,D,2,6,0,0,2606525
24174,51105,6,1,Sales,Consultant,Others,E,Web Designer,Under Grad,,,,,,,,,,Kolkata,Jaipur,1009081,N,B,5,3,0,0,1261351
24175,53754,23,23,,Business Analyst,Retail,F,Product Manager,PG,Sociology,Bangalore,1991,Sociology,Bangalore,1993,Sociology,Nagpur,1997,Surat,Bangalore,3343691,N,B,6,4,0,0,4346798
24176,47891,25,17,Sales,Business Analyst,Aviation,B,,Grad,Arts,Pune,1995,,,,,,,Bangalore,Lucknow,2414953,N,A,6,1,0,0,3018691
24177,56710,12,8,Accounts,Sales Execituve,BFSI,A,Product Manager,Doctorate,Statistics,Guwahati,1999,Statistics,Guwahati,2001,Statistics,Nagpur,2008,Kolkata,Nagpur,2108216,N,D,3,3,0,0,2618404
24178,27133,21,8,Engineering,Business Analyst,IT,K,Product Manager,Doctorate,Arts,Surat,1993,Arts,Surat,1995,Arts,Pune,1999,Guwahati,Delhi,3144506,Y,Key_Performer,4,3,0,0,4402308
24179,53526,9,6,Others,Financial Analyst,Telecom,N,Research Analyst,Grad,Economics,Guwahati,2005,Economics,Guwahati,2007,Economics,Nagpur,2011,Jaipur,Lucknow,1101262,Y,C,2,7,3,0,1296846
24180,13579,5,1,Healthcare,Associate,Aviation,H,Product Manager,Grad,Engineering,Delhi,2015,Engineering,Delhi,2021,,,,Lucknow,Lucknow,646978,N,C,3,0,0,0,744024
24181,16394,24,2,HR,CEO,Insurance,O,Data Analyst,Doctorate,Psychology,Mumbai,1996,Psychology,Mumbai,2010,,,,Surat,Guwahati,2626139,N,Key_Performer,4,0,0,0,3545287
24182,17814,21,9,HR,Bio statistician,BFSI,B,Assistant Manager,Grad,Botony,Mangalore,1999,Botony,Mangalore,2013,,,,Kanpur,Jaipur,2354164,N,C,2,0,2,0,2707288
24183,47025,14,0,,Sales Execituve,Telecom,G,Marketing Manager,PG,Psychology,Bhubaneswar,2006,,,,,,,Mangalore,Bhubaneswar,1889965,N,C,3,0,1,0,2260398
24184,35199,17,12,Marketing,Project Manager,IT,H,HR,Grad,Sociology,Pune,1994,Sociology,Pune,1996,Sociology,Kolkata,2003,Pune,Ahmedabad,2596634,N,B,3,6,0,0,3245792
24185,40536,18,0,Engineering,Others,IT,F,HR,PG,Economics,Mumbai,1994,Economics,Mumbai,1996,Economics,Ahmedabad,2002,Ahmedabad,Jaipur,3040859,Y,Key_Performer,4,7,0,0,4013933
24186,17044,2,0,Engineering,Sales Manager,Analytics,H,Sr.Manager,Under Grad,,,,,,,,,,Jaipur,Delhi,479408,Y,B,1,8,1,0,623230
24187,23414,11,10,HR,Others,BFSI,N,Web Designer,Under Grad,,,,,,,,,,Surat,Guwahati,1117301,N,C,5,4,1,0,1284896
24188,21906,0,0,NA,NA,NA,NA,NA,Grad,Others,Surat,2011,Engineering,Surat,2013,Engineering,Delhi,2020,Surat,Mumbai,0,N,NA,0,4,0,0,692203
24189,23806,17,16,Analytics/BI,CEO,Telecom,M,Product Manager,Grad,Economics,Bhubaneswar,1994,Economics,Bhubaneswar,1996,Economics,Surat,2003,Ahmedabad,Bhubaneswar,2409077,Y,D,2,6,0,0,2836929
24190,25539,20,0,,Head,IT,E,Product Manager,Doctorate,Zoology,Nagpur,2000,Zoology,Nagpur,2016,,,,Mumbai,Lucknow,2902814,N,B,3,2,0,1,3918798
24191,52862,0,0,NA,NA,NA,NA,NA,Doctorate,Mathematics,Mumbai,2012,Mathematics,Mumbai,2014,Mathematics,Lucknow,2020,Ahmedabad,Kolkata,0,N,NA,0,7,0,0,1140138
24192,40400,1,1,Healthcare,Financial Analyst,Retail,D,,PG,Sociology,Bangalore,2019,Sociology,Bangalore,2018,,,,Bangalore,Lucknow,477409,N,B,1,2,2,0,620631
24193,41133,8,5,HR,Senior Researcher,IT,M,,Doctorate,Zoology,Lucknow,2012,,,,,,,Mangalore,Bhubaneswar,1981011,N,B,3,1,0,0,2674364
24194,10309,9,5,Accounts,Sales Manager,Retail,M,Assistant Manager,Under Grad,,,,,,,,,,Kolkata,Mumbai,932597,Y,C,3,2,1,0,1115386
24195,44361,12,11,Analytics/BI,Data scientist,Analytics,G,Sr.Manager,Doctorate,Botony,Pune,2002,Botony,Pune,2004,Botony,Ahmedabad,2008,Kolkata,Mumbai,1672220,N,D,3,5,0,1,2076897
24196,40760,11,11,Analytics/BI,Data scientist,FMCG,C,Consultant,Under Grad,,,,,,,,,,Bhubaneswar,Bangalore,1301079,N,D,3,3,3,1,1496240
24197,24279,19,19,HR,Team Lead,BFSI,D,Sr.Manager,PG,Psychology,Mumbai,1994,Psychology,Mumbai,1996,Psychology,Bhubaneswar,2001,Kolkata,Delhi,3310378,N,D,3,8,0,0,3959212
24198,39780,2,1,Accounts,Project Manager,Retail,G,Marketing Manager,Doctorate,Economics,Nagpur,2010,Economics,Nagpur,2012,Economics,Nagpur,2018,Kanpur,Kanpur,603244,N,A,3,6,0,0,796282
24199,41838,14,0,Marketing,Sales Execituve,Insurance,I,Others,PG,Others,Guwahati,1997,Mathematics,Guwahati,1999,Chemistry,Surat,2006,Nagpur,Ahmedabad,1903989,Y,Key_Performer,3,5,1,0,2513265
24200,26327,23,16,Sales,CEO,IT,O,Research Scientist,Doctorate,Zoology,Bangalore,1991,Zoology,Bangalore,1993,Zoology,Pune,1997,Chennai,Bhubaneswar,2417494,Y,Key_Performer,3,3,0,0,3384491
24201,22151,21,1,Banking,Business Analyst,IT,P,Marketing Manager,PG,Botony,Mumbai,1992,Botony,Mumbai,1994,Botony,Bhubaneswar,1999,Chennai,Bangalore,3256402,Y,Key_Performer,6,6,0,0,4298450
24202,44922,7,6,Analytics/BI,Principal Analyst,Aviation,K,Product Manager,PG,Others,Mangalore,2004,Statistics,Mangalore,2006,Zoology,Ahmedabad,2013,Nagpur,Delhi,991988,N,C,1,8,1,1,1186417
24203,24777,1,0,Marketing,Others,IT,G,Sr.Manager,PG,Others,Surat,2010,Mathematics,Surat,2012,Psychology,Surat,2019,Kolkata,Lucknow,486175,N,D,1,6,1,0,572519
24204,14508,10,8,Healthcare,Senior Researcher,Retail,H,,Doctorate,Arts,Jaipur,2010,,,,,,,Ahmedabad,Delhi,2156314,N,Key_Performer,1,1,0,0,2911023
24205,48000,9,8,HR,Team Lead,Insurance,A,Software Developer,Under Grad,,,,,,,,,,Guwahati,Guwahati,1115303,N,D,3,5,2,0,1282598
24206,22804,3,2,Analytics/BI,Analyst,Training,M,Medical Officer,PG,Sociology,Jaipur,2009,Sociology,Jaipur,2011,Sociology,Nagpur,2017,Nagpur,Mumbai,790651,N,D,1,8,0,0,945618
24207,50342,7,5,Accounts,Team Lead,Aviation,D,Assistant Manager,PG,Economics,Nagpur,2006,Economics,Nagpur,2008,Economics,Guwahati,2013,Bangalore,Mangalore,1066442,N,C,5,8,1,0,1275464
24208,32589,22,19,,Bio statistician,Telecom,D,Product Manager,PG,Botony,Kolkata,1998,Botony,Kolkata,2016,,,,Surat,Kanpur,3444700,N,B,3,0,0,0,4478110
24209,45710,5,5,IT-Software,Analyst,FMCG,P,Consultant,Under Grad,,,,,,,,,,Bangalore,Mangalore,493192,N,B,1,7,1,0,616490
24210,40326,17,17,Banking,Financial Analyst,IT,J,Software Developer,Under Grad,,,,,,,,,,Mangalore,Kolkata,2538252,Y,Key_Performer,4,3,0,0,3299727
24211,32563,5,5,Education,Associate,Retail,P,Data Analyst,PG,Psychology,Nagpur,2006,Psychology,Nagpur,2008,Others,Bhubaneswar,2015,Lucknow,Ahmedabad,696618,N,B,2,7,1,0,905603
24212,15438,12,12,Marketing,Sales Manager,Analytics,P,Network Engineer,Under Grad,,,,,,,,,,Delhi,Mangalore,1440384,N,A,2,7,0,0,1800480
24213,49173,2,0,Engineering,Project Manager,Analytics,O,Consultant,Under Grad,,,,,,,,,,Bangalore,Bangalore,476390,Y,B,2,4,0,0,619307
24214,31240,8,1,Engineering,Principal Analyst,Others,M,Network Engineer,Grad,Statistics,Guwahati,2012,Statistics,Guwahati,2023,,,,Guwahati,Bangalore,1081093,Y,Key_Performer,6,2,2,1,1439151
24215,41455,14,12,HR,Consultant,Telecom,F,HR,Doctorate,Zoology,Nagpur,1999,Zoology,Nagpur,2001,Zoology,Bhubaneswar,2006,Kanpur,Pune,2187723,Y,Key_Performer,2,8,0,0,3062812
24216,35961,0,0,NA,NA,NA,NA,NA,Under Grad,,,,,,,,,,Delhi,Surat,0,N,NA,0,2,1,0,367655
24217,34373,24,23,Banking,Scientist,IT,L,Consultant,Grad,Economics,Jaipur,1990,Economics,Jaipur,1992,Economics,Ahmedabad,1996,Chennai,Bhubaneswar,2218108,N,C,5,4,0,0,2550824
24218,45624,6,5,Analytics/BI,Project Manager,Training,C,Data Analyst,PG,Zoology,Bangalore,2014,,,,,,,Kolkata,Bangalore,1223849,N,A,1,0,1,0,1654643
24219,49804,0,0,NA,NA,NA,NA,NA,PG,Psychology,Mangalore,2011,Psychology,Mangalore,2013,Psychology,Delhi,2020,Pune,Bangalore,0,N,NA,0,5,1,0,642489
24220,45901,0,0,NA,NA,NA,NA,NA,Doctorate,Arts,Ahmedabad,2020,Others,Ahmedabad,2016,,,,Lucknow,Mumbai,0,N,NA,0,2,0,0,419972
24221,40888,10,4,Healthcare,Analyst,Telecom,M,Manager,Grad,Statistics,Kolkata,2004,Statistics,Kolkata,2006,Others,Mumbai,2010,Bhubaneswar,Bangalore,2052827,N,C,1,7,0,0,2360751
24222,29915,15,9,Healthcare,Researcher,Telecom,O,,PG,Arts,Bhubaneswar,2005,Others,Bhubaneswar,2010,,,,Nagpur,Nagpur,1835220,N,Key_Performer,5,1,1,0,2385786
24223,30559,10,1,Engineering,Business Analyst,Retail,N,Sr.Manager,PG,Psychology,Lucknow,2010,,,,,,,Guwahati,Mumbai,1485837,N,D,3,0,1,0,1777061
24224,57464,24,8,Analytics/BI,Analyst,Automobile,G,Research Analyst,Grad,Economics,Delhi,1990,Economics,Delhi,1992,Economics,Ahmedabad,1996,Pune,Surat,2546759,N,B,2,4,3,0,3183448
24225,56141,7,6,IT-Software,Sales Manager,Others,G,Consultant,PG,Engineering,Mangalore,2013,Engineering,Mangalore,2014,,,,Jaipur,Lucknow,1344210,Y,B,3,1,1,0,1774357
24226,55318,3,2,Healthcare,Others,Training,E,Network Engineer,Doctorate,Mathematics,Guwahati,2011,Mathematics,Guwahati,2013,Others,Delhi,2017,Mangalore,Surat,1191582,Y,B,1,8,0,0,1668214
24227,42802,25,15,Others,Sales Execituve,Telecom,I,HR,Under Grad,,,,,,,,,,Lucknow,Bangalore,1963432,N,A,2,7,1,0,2454290
24228,55593,10,9,Marketing,Bio statistician,Telecom,P,Data Analyst,PG,Mathematics,Ahmedabad,2003,Others,Ahmedabad,2005,Botony,Surat,2010,Delhi,Mumbai,1906887,Y,C,5,7,0,0,2315723
24229,49450,4,2,HR,Others,Insurance,M,Data Analyst,Doctorate,Sociology,Ahmedabad,2016,,,,,,,Kanpur,Lucknow,932046,N,B,4,0,0,0,1258262
24230,56900,24,1,Engineering,Sales Manager,IT,H,Network Engineer,PG,Mathematics,Bhubaneswar,1988,Mathematics,Bhubaneswar,1990,Mathematics,Bhubaneswar,1996,Lucknow,Jaipur,2903179,Y,D,6,6,0,0,3525620
24231,10156,4,1,Others,Financial Analyst,Training,M,Sr.Manager,Grad,Sociology,Delhi,2010,Sociology,Delhi,2012,Sociology,Delhi,2016,Jaipur,Jaipur,640815,N,C,3,7,0,0,736937
24232,50023,8,8,Top Management,Sr. Business Analyst,Training,G,Product Manager,Grad,Psychology,Bhubaneswar,2003,Psychology,Bhubaneswar,2005,Others,Nagpur,2012,Nagpur,Lucknow,1588775,N,D,6,7,0,0,1827091
24233,44843,10,8,Marketing,Business Analyst,Retail,G,,Doctorate,Arts,Bangalore,2010,,,,,,,Nagpur,Lucknow,1675707,N,D,1,1,0,0,2081228
24234,57837,2,1,Accounts,Analyst,BFSI,L,HR,Under Grad,,,,,,,,,,Kanpur,Pune,442384,Y,C,1,5,0,0,529091
24235,50322,17,11,Top Management,Financial Analyst,Retail,A,Marketing Manager,Doctorate,Mathematics,Jaipur,2003,Mathematics,Jaipur,2016,,,,Chennai,Jaipur,2870929,N,B,6,2,0,0,3875754
24236,24973,15,5,Education,Sales Execituve,BFSI,H,Web Designer,Grad,Economics,Ahmedabad,1996,Economics,Ahmedabad,1998,Economics,Mumbai,2005,Ahmedabad,Surat,1897319,Y,C,5,5,3,0,2234282
24237,45711,24,1,Others,Sales Manager,Others,N,Data Analyst,Doctorate,Sociology,Mumbai,1987,Sociology,Mumbai,1989,Sociology,Pune,1996,Guwahati,Delhi,3693679,N,B,4,6,0,0,4986466
24238,30580,14,13,Others,Sales Manager,Retail,G,Assistant Manager,Doctorate,Botony,Mangalore,2006,Botony,Mangalore,2017,,,,Jaipur,Delhi,1820032,N,C,6,1,0,0,2260479
24239,23186,24,1,Engineering,Project Manager,Training,P,Assistant Manager,Doctorate,Sociology,Pune,1996,,,,,,,Mumbai,Guwahati,3405973,N,D,2,1,0,0,4230218
24240,35613,18,1,Banking,Financial Analyst,Retail,O,Assistant Manager,PG,Chemistry,Bhubaneswar,1996,Chemistry,Bhubaneswar,1998,Chemistry,Pune,2002,Ahmedabad,Ahmedabad,3004680,Y,B,3,3,1,0,3966177
24241,47301,0,0,NA,NA,NA,NA,NA,Grad,Botony,Guwahati,2020,Botony,Guwahati,2022,,,,Kolkata,Guwahati,0,N,NA,0,1,0,0,323513
24242,12556,20,12,,Bio statistician,Analytics,E,Product Manager,Doctorate,Zoology,Bhubaneswar,1994,Others,Bhubaneswar,1996,Botony,Surat,2000,Bhubaneswar,Bangalore,2212510,N,C,2,7,0,0,2747937
24243,23437,2,0,Marketing,Project Manager,Training,N,Marketing Manager,Doctorate,Zoology,Nagpur,2018,Zoology,Nagpur,2021,,,,Chennai,Guwahati,758301,N,B,3,2,0,0,947876
24244,36868,10,0,HR,Project Manager,Training,M,Consultant,Grad,Economics,Bhubaneswar,2001,Economics,Bhubaneswar,2003,Economics,Delhi,2010,Bangalore,Nagpur,1999915,N,B,3,7,0,0,2499893
24245,35388,16,13,Analytics/BI,Others,BFSI,O,Consultant,Under Grad,,,,,,,,,,Guwahati,Mumbai,1640449,N,B,2,1,1,0,2050561
24246,42902,14,8,IT-Software,Financial Analyst,Insurance,H,CA,Grad,Statistics,Guwahati,2000,Statistics,Guwahati,2002,Statistics,Surat,2006,Guwahati,Mangalore,1836440,N,A,2,8,0,0,2295550
24247,40765,16,11,Others,Others,Analytics,L,Research Analyst,PG,Arts,Nagpur,2004,,,,,,,Bangalore,Ahmedabad,3567089,N,Key_Performer,3,1,0,0,4637215
24248,25357,9,1,Healthcare,Team Lead,Automobile,D,Director,Under Grad,,,,,,,,,,Chennai,Kanpur,1237185,Y,A,4,1,3,0,1608340
24249,42957,9,9,Sales,Business Analyst,Insurance,B,Web Designer,Grad,Economics,Kolkata,2003,Economics,Kolkata,2005,Economics,Jaipur,2011,Pune,Mumbai,963071,Y,Key_Performer,5,7,0,0,1232730
24250,43586,4,2,IT-Software,Financial Analyst,Automobile,M,Assistant Manager,Grad,Others,Bangalore,2016,Arts,Bangalore,2009,,,,Nagpur,Delhi,691908,Y,B,5,1,1,0,885642
24251,24849,2,2,HR,Team Lead,Retail,O,Consultant,Grad,Zoology,Bhubaneswar,2011,Zoology,Bhubaneswar,2013,Zoology,Nagpur,2018,Guwahati,Pune,588369,Y,B,1,6,0,0,753112
24252,46549,8,3,,Bio statistician,Insurance,O,,PG,Botony,Pune,2004,Botony,Pune,2006,Botony,Delhi,2012,Kolkata,Jaipur,1031236,Y,Key_Performer,5,5,1,0,1415680
24253,45312,10,4,Analytics/BI,Project Manager,BFSI,N,Software Developer,Grad,Economics,Surat,2003,Economics,Surat,2005,Economics,Bhubaneswar,2010,Guwahati,Ahmedabad,1901932,Y,B,2,5,3,0,2434472
24254,58895,3,0,Accounts,Project Manager,Automobile,P,Assistant Manager,PG,Engineering,Kolkata,2011,Engineering,Kolkata,2013,Others,Mangalore,2017,Lucknow,Ahmedabad,448621,Y,A,3,8,0,0,592179
24255,26716,15,8,Sales,Business Analyst,Training,E,Sr.Manager,PG,Engineering,Guwahati,1998,Engineering,Guwahati,2000,Engineering,Surat,2005,Delhi,Mumbai,1614637,Y,Key_Performer,2,7,4,0,2131320
24256,31459,10,0,,Consultant,FMCG,L,Manager,Grad,Sociology,Lucknow,2010,Sociology,Lucknow,2008,,,,Lucknow,Pune,1907681,N,B,4,2,0,0,2384601
24257,57349,2,0,Analytics/BI,Scientist,Insurance,C,Software Developer,Doctorate,Statistics,Guwahati,2010,Statistics,Guwahati,2012,Statistics,Mangalore,2018,Chennai,Pune,591045,N,C,1,8,0,0,717765
24258,17323,7,7,Sales,Team Lead,Training,G,Manager,PG,Zoology,Pune,2004,Zoology,Pune,2006,Zoology,Surat,2013,Chennai,Mangalore,1217015,Y,Key_Performer,5,6,1,0,1670718
24259,20903,22,2,Analytics/BI,Head,Others,D,HR,PG,Sociology,Ahmedabad,1991,Sociology,Ahmedabad,1993,Sociology,Bangalore,1998,Guwahati,Delhi,3235099,Y,Key_Performer,3,7,0,0,4270330
24260,50912,1,1,,Team Lead,Telecom,G,,Doctorate,Zoology,Guwahati,2011,Zoology,Guwahati,2013,Zoology,Kolkata,2019,Ahmedabad,Chennai,790915,N,B,3,7,0,0,988643
24261,20595,20,16,,Business Analyst,Aviation,J,Consultant,Doctorate,Psychology,Nagpur,1993,Psychology,Nagpur,1995,Others,Pune,2000,Delhi,Chennai,2456639,N,D,4,8,0,0,3051145
24262,27537,22,19,Others,Project Manager,Analytics,N,CA,Grad,Statistics,Bhubaneswar,1990,Statistics,Bhubaneswar,1992,Statistics,Jaipur,1998,Delhi,Surat,2440814,N,A,6,7,0,0,3051017
24263,27763,9,4,Analytics/BI,Senior Researcher,IT,G,Research Analyst,Under Grad,,,,,,,,,,Ahmedabad,Chennai,1041193,Y,Key_Performer,3,4,1,0,1353550
24264,16972,1,1,Banking,Business Analyst,Retail,A,Marketing Manager,PG,Psychology,Mangalore,2010,Psychology,Mangalore,2012,Others,Surat,2019,Bhubaneswar,Surat,557497,N,D,3,7,1,0,666766
24265,36656,19,4,Engineering,Head,IT,I,Director,Doctorate,Chemistry,Kolkata,1995,Chemistry,Kolkata,1997,Chemistry,Nagpur,2001,Kolkata,Bhubaneswar,3643864,N,C,5,5,0,0,4525679
24266,31972,24,17,Education,Business Analyst,Retail,E,Sr.Manager,PG,Chemistry,Guwahati,1996,Chemistry,Guwahati,2009,,,,Ahmedabad,Lucknow,1966060,Y,D,3,2,1,0,2387583
24267,38610,6,1,Engineering,Sales Manager,BFSI,O,,Under Grad,,,,,,,,,,Mumbai,Bangalore,760820,N,A,4,4,5,0,989066
24268,17233,5,5,Analytics/BI,Business Analyst,FMCG,J,Others,PG,Zoology,Surat,2007,Zoology,Surat,2009,Zoology,Jaipur,2015,Pune,Bangalore,1160013,Y,Key_Performer,4,8,0,0,1592465
24269,18599,6,0,Others,Bio statistician,IT,O,Assistant Manager,Under Grad,,,,,,,,,,Delhi,Chennai,866602,Y,Key_Performer,4,5,0,0,1171645
24270,38331,10,3,Analytics/BI,Data scientist,Insurance,E,Others,Doctorate,Botony,Guwahati,2003,Botony,Guwahati,2005,Botony,Lucknow,2010,Nagpur,Mumbai,1832453,N,D,1,4,0,0,2275906
24271,59685,20,1,Sales,Senior Researcher,BFSI,J,Consultant,Doctorate,Arts,Lucknow,1994,Arts,Lucknow,1996,Arts,Nagpur,2000,Guwahati,Surat,2299602,Y,Key_Performer,4,7,0,0,3219442
24272,27446,16,2,HR,Sales Manager,Telecom,N,Research Scientist,Grad,Psychology,Mangalore,1995,Psychology,Mangalore,1997,Psychology,Pune,2004,Surat,Guwahati,2489803,Y,Key_Performer,4,6,0,0,3186947
24273,25175,3,2,Marketing,Analyst,Telecom,A,Sr.Manager,Under Grad,,,,,,,,,,Kolkata,Mumbai,693886,Y,B,1,2,4,0,902051
24274,39479,10,8,HR,Consultant,Aviation,P,Data Analyst,Doctorate,Psychology,Kolkata,2010,,,,,,,Kolkata,Delhi,1908985,N,D,3,1,0,0,2370959
24275,39570,3,0,IT-Software,Others,Training,J,HR,Grad,Others,Nagpur,2010,Arts,Nagpur,2012,Sociology,Kolkata,2017,Jaipur,Jaipur,627979,Y,B,1,6,0,0,803813
24276,52687,18,15,Banking,Senior Researcher,Automobile,F,,Grad,Sociology,Guwahati,1994,Sociology,Guwahati,1996,Sociology,Mumbai,2002,Bangalore,Pune,2541669,N,C,6,8,0,0,2922919
24277,27459,24,0,Others,Head,IT,F,Software Developer,Under Grad,,,,,,,,,,Mumbai,Guwahati,1522498,Y,Key_Performer,2,2,3,0,1979247
24278,15260,16,3,Education,Project Manager,Others,K,Research Analyst,PG,Zoology,Jaipur,1997,Zoology,Jaipur,1999,Zoology,Mumbai,2004,Delhi,Delhi,1790202,N,D,6,8,0,0,2141081
24279,44278,16,16,Marketing,Sales Manager,Analytics,D,Marketing Manager,Grad,Others,Nagpur,1997,Arts,Nagpur,1999,Arts,Nagpur,2004,Bangalore,Bangalore,2296138,N,D,4,3,0,0,2640558
24280,16134,25,8,Accounts,Sales Execituve,Automobile,B,Software Developer,Grad,Engineering,Jaipur,1986,Engineering,Jaipur,1988,Engineering,Nagpur,1995,Guwahati,Mangalore,1796640,N,D,5,3,3,0,2066136
24281,58287,6,0,HR,Bio statistician,FMCG,P,,PG,Arts,Pune,2007,Arts,Pune,2009,Arts,Lucknow,2014,Jaipur,Lucknow,1296023,N,A,2,8,1,0,1752223
24282,32712,13,9,Analytics/BI,CEO,Aviation,B,Manager,Doctorate,Economics,Lucknow,1998,Economics,Lucknow,2000,Economics,Mumbai,2007,Lucknow,Kanpur,2076848,N,D,5,3,0,1,2579445
24283,30767,14,4,Others,Others,BFSI,A,Manager,Doctorate,Arts,Bhubaneswar,1999,Arts,Bhubaneswar,2001,Arts,Mumbai,2006,Bangalore,Guwahati,2245115,Y,Key_Performer,3,6,0,0,3143161
24284,43155,7,6,Accounts,Scientist,Insurance,B,Assistant Manager,Grad,Engineering,Mangalore,2004,Engineering,Mangalore,2006,Engineering,Lucknow,2013,Guwahati,Delhi,1203774,N,D,4,5,2,1,1384340
24285,14782,6,0,,Team Lead,BFSI,K,Marketing Manager,PG,Zoology,Surat,2014,Zoology,Surat,2012,,,,Kolkata,Bangalore,1162710,N,C,5,0,1,0,1390601
24286,12628,18,9,Marketing,CEO,FMCG,H,Consultant,Doctorate,Arts,Bhubaneswar,2002,,,,,,,Bhubaneswar,Lucknow,2840722,N,Key_Performer,2,0,0,1,3834974
24287,28528,14,2,Sales,Analyst,Automobile,O,Network Engineer,Grad,Chemistry,Bangalore,1997,Chemistry,Bangalore,1999,Chemistry,Lucknow,2006,Kolkata,Lucknow,1887060,N,D,5,3,2,0,2170119
24288,22660,7,0,IT-Software,Others,Insurance,M,Others,PG,Statistics,Kolkata,2006,Statistics,Kolkata,2008,Statistics,Bhubaneswar,2013,Lucknow,Mangalore,1394288,Y,Key_Performer,5,7,0,0,1914078
24289,20719,24,15,Others,CEO,Analytics,N,Consultant,Doctorate,Chemistry,Guwahati,1987,Others,Guwahati,1989,Others,Mangalore,1996,Ahmedabad,Delhi,3352037,N,C,5,7,0,1,4163229
24290,46389,15,10,Others,Analyst,Automobile,P,Data Analyst,Doctorate,Psychology,Mangalore,1998,Others,Mangalore,2000,Others,Guwahati,2005,Nagpur,Bhubaneswar,1524354,N,D,6,7,0,0,1893247
24291,34901,21,15,Accounts,Project Manager,Insurance,J,Consultant,Under Grad,,,,,,,,,,Lucknow,Guwahati,1908647,Y,B,4,5,3,0,2481241
24292,24699,3,3,Education,Others,Insurance,P,Medical Officer,PG,Zoology,Pune,2009,Zoology,Pune,2011,Zoology,Delhi,2017,Chennai,Guwahati,667522,N,B,2,3,1,0,867778
24293,45705,23,4,Others,Sales Manager,Analytics,I,,Under Grad,,,,,,,,,,Jaipur,Pune,2100917,N,A,6,4,0,0,2626146
24294,38056,9,8,Others,Financial Analyst,FMCG,L,Data Analyst,Under Grad,,,,,,,,,,Mangalore,Kanpur,2204980,Y,D,2,8,0,0,2637156
24295,55501,11,2,Sales,Consultant,Aviation,B,Consultant,PG,Arts,Bangalore,2009,Arts,Bangalore,2021,,,,Delhi,Mumbai,2365769,N,C,4,0,2,0,2829459
24296,20464,0,0,NA,NA,NA,NA,NA,Doctorate,Psychology,Mangalore,2020,,,,,,,Kanpur,Nagpur,0,N,NA,0,1,0,0,420416
24297,37947,7,3,IT-Software,Sales Manager,Aviation,G,Manager,PG,Statistics,Bangalore,2005,Statistics,Bangalore,2007,Statistics,Lucknow,2013,Pune,Bangalore,947467,N,C,5,4,0,0,1133170
24298,41175,9,5,Banking,Others,Telecom,J,Medical Officer,Under Grad,,,,,,,,,,Bangalore,Bangalore,704737,N,D,1,1,5,0,810447
